ship	leg	departure	arrival	startx	starty	destinationx	destinationy
89	1	1765	1765	250	-400	287	295
90	1	1765	1765	250	-450	287	295
91	1	1765	1765	250	-500	287	295
92	1	1765	1765	250	-550	287	295
93	1	1765	1765	250	-600	287	295
94	1	1765	1765	250	-650	287	295
95	1	1765	1765	250	-700	287	295
96	1	1765	1765	250	-750	287	295
97	1	1765	1765	250	-800	287	295
98	1	1765	1765	250	-850	287	295
99	1	1765	1765	250	-900	287	295
100	1	1765	1765	250	-950	287	295
101	1	1766	1766	250	-100	287	295
102	1	1766	1766	250	-150	287	295
103	1	1766	1766	250	-200	287	295
104	1	1766	1766	250	-250	287	295
105	1	1766	1766	250	-300	287	295
106	1	1766	1766	250	-350	287	295
107	1	1766	1766	250	-400	287	295
108	1	1766	1766	250	-450	287	295
109	1	1766	1766	250	-500	287	295
110	1	1766	1766	250	-550	287	295
111	1	1766	1766	250	-600	287	295
112	1	1766	1766	250	-650	287	295
113	1	1766	1766	250	-700	287	295
114	1	1766	1766	250	-750	287	295
115	1	1766	1766	250	-800	287	295
116	1	1766	1766	250	-850	287	295
117	1	1766	1766	250	-900	287	295
118	1	1767	1767	250	-100	287	295
119	1	1767	1767	250	-150	287	295
120	1	1767	1767	250	-200	287	295
121	1	1767	1767	250	-250	287	295
122	1	1767	1767	250	-300	287	295
123	1	1767	1767	250	-350	287	295
124	1	1767	1767	250	-400	287	295
125	1	1767	1767	250	-450	287	295
126	1	1767	1767	250	-500	287	295
127	1	1767	1767	250	-550	287	295
128	1	1767	1767	250	-600	287	295
129	1	1767	1767	250	-650	287	295
130	1	1767	1767	250	-700	287	295
131	1	1767	1767	250	-750	287	295
132	1	1767	1767	250	-800	287	295
133	1	1767	1767	250	-850	287	295
134	1	1767	1767	250	-900	287	295
135	1	1767	1767	250	-950	287	295
136	1	1767	1767	250	-1000	287	295
137	1	1768	1768	250	-100	287	295
138	1	1768	1768	250	-150	287	295
139	1	1768	1768	250	-200	287	295
140	1	1768	1768	250	-250	287	295
141	1	1768	1768	250	-300	287	295
142	1	1768	1768	250	-350	287	295
143	1	1768	1768	250	-400	287	295
144	1	1768	1768	250	-450	287	295
145	1	1768	1768	250	-500	287	295
146	1	1768	1768	250	-550	287	295
147	1	1768	1768	250	-600	287	295
148	1	1768	1768	250	-650	287	295
149	1	1768	1768	250	-700	287	295
150	1	1768	1768	250	-750	287	295
151	1	1769	1769	250	-100	287	295
152	1	1769	1769	250	-150	287	295
153	1	1769	1769	250	-200	287	295
154	1	1769	1769	250	-250	287	295
155	1	1769	1769	250	-300	287	295
156	1	1769	1769	250	-350	287	295
157	1	1769	1769	250	-400	287	295
158	1	1769	1769	250	-450	287	295
159	1	1769	1769	250	-500	287	295
160	1	1769	1769	250	-550	287	295
161	1	1769	1769	250	-600	287	295
162	1	1769	1769	250	-650	287	295
163	1	1769	1769	250	-700	287	295
164	1	1769	1769	250	-750	287	295
165	1	1769	1769	250	-800	287	295
166	1	1770	1770	250	-100	287	295
167	1	1770	1770	250	-150	287	295
168	1	1770	1770	250	-200	287	295
169	1	1770	1770	250	-250	287	295
170	1	1770	1770	250	-300	287	295
171	1	1770	1770	250	-350	287	295
172	1	1770	1770	250	-400	287	295
173	1	1770	1770	250	-450	287	295
174	1	1770	1770	250	-500	287	295
175	1	1770	1770	250	-550	287	295
176	1	1770	1770	250	-600	287	295
177	1	1770	1770	250	-650	287	295
178	1	1770	1770	250	-700	287	295
179	1	1770	1770	250	-750	287	295
180	1	1770	1770	250	-800	287	295
181	1	1770	1770	250	-850	287	295
182	1	1770	1770	250	-900	287	295
183	1	1770	1770	250	-950	287	295
184	1	1770	1770	250	-1000	287	295
185	1	1770	1770	250	-1050	287	295
186	1	1770	1770	250	-1100	287	295
187	1	1771	1771	250	-100	287	295
188	1	1771	1771	250	-150	287	295
189	1	1771	1771	250	-200	287	295
190	1	1771	1771	250	-250	287	295
191	1	1771	1771	250	-300	287	295
192	1	1771	1771	250	-350	287	295
193	1	1771	1771	250	-400	287	295
194	1	1771	1771	250	-450	287	295
195	1	1771	1771	250	-500	287	295
196	1	1771	1771	250	-550	287	295
197	1	1771	1771	250	-600	287	295
198	1	1771	1771	250	-650	287	295
199	1	1771	1771	250	-700	287	295
200	1	1771	1771	250	-750	287	295
201	1	1771	1771	250	-800	287	295
202	1	1771	1771	250	-850	287	295
203	1	1771	1771	250	-900	287	295
204	1	1771	1771	250	-950	287	295
205	1	1771	1771	250	-1000	287	295
206	1	1771	1771	250	-1050	287	295
207	1	1772	1772	250	-100	287	295
208	1	1772	1772	250	-150	287	295
209	1	1772	1772	250	-200	287	295
210	1	1772	1772	250	-250	287	295
211	1	1772	1772	250	-300	287	295
212	1	1772	1772	250	-350	287	295
213	1	1772	1772	250	-400	287	295
214	1	1772	1772	250	-450	287	295
215	1	1772	1772	250	-500	287	295
216	1	1772	1772	250	-550	287	295
217	1	1772	1772	250	-600	287	295
218	1	1772	1772	250	-650	287	295
219	1	1773	1773	250	-100	287	295
220	1	1773	1773	250	-150	287	295
221	1	1773	1773	250	-200	287	295
222	1	1773	1773	250	-250	287	295
223	1	1773	1773	250	-300	287	295
224	1	1773	1773	250	-350	287	295
225	1	1773	1773	250	-400	287	295
226	1	1773	1773	250	-450	287	295
227	1	1773	1773	250	-500	287	295
228	1	1773	1773	250	-550	287	295
229	1	1773	1773	250	-600	287	295
230	1	1773	1773	250	-650	287	295
231	1	1773	1773	250	-700	287	295
232	1	1773	1773	250	-750	287	295
233	1	1774	1774	250	-100	287	295
234	1	1774	1774	250	-150	287	295
235	1	1774	1774	250	-200	287	295
236	1	1774	1774	250	-250	287	295
237	1	1774	1774	250	-300	287	295
238	1	1774	1774	250	-350	287	295
239	1	1775	1775	250	-100	287	295
240	1	1775	1775	250	-150	287	295
241	1	1775	1775	250	-200	287	295
242	1	1775	1775	250	-250	287	295
243	1	1776	1776	250	-100	287	295
244	1	1776	1776	250	-150	287	295
245	1	1776	1776	250	-200	287	295
246	1	1776	1776	250	-250	287	295
247	1	1776	1776	250	-300	287	295
248	1	1776	1776	250	-350	287	295
249	1	1777	1777	250	-100	287	295
250	1	1777	1777	250	-150	287	295
251	1	1777	1777	250	-200	287	295
252	1	1777	1777	250	-250	287	295
253	1	1777	1777	250	-300	287	295
254	1	1778	1778	250	-100	287	295
255	1	1778	1778	250	-150	287	295
256	1	1778	1778	250	-200	287	295
257	1	1778	1778	250	-250	287	295
258	1	1778	1778	250	-300	287	295
259	1	1778	1778	250	-350	287	295
260	1	1779	1779	250	-100	287	295
261	1	1779	1779	250	-150	287	295
262	1	1779	1779	250	-200	287	295
263	1	1779	1779	250	-250	287	295
264	1	1779	1779	250	-300	287	295
265	1	1780	1780	250	-100	287	295
266	1	1780	1780	250	-150	287	295
267	1	1780	1780	250	-200	287	295
268	1	1780	1780	250	-250	287	295
269	1	1780	1780	250	-300	287	295
270	1	1783	1783	250	-100	287	295
271	1	1784	1784	250	-100	287	295
272	1	1784	1784	250	-150	287	295
273	1	1784	1784	250	-200	287	295
274	1	1784	1784	250	-250	287	295
275	1	1784	1784	250	-300	287	295
276	1	1784	1784	250	-350	287	295
277	1	1784	1784	250	-400	287	295
278	1	1784	1784	250	-450	287	295
279	1	1785	1785	250	-100	287	295
280	1	1785	1785	250	-150	287	295
281	1	1786	1786	250	-100	287	295
282	1	1787	1787	250	-100	287	295
283	1	1787	1787	250	-150	287	295
284	1	1788	1788	250	-100	287	295
285	1	1788	1788	250	-150	287	295
286	1	1788	1788	250	-200	287	295
287	1	1789	1789	250	-250	287	295
288	1	1789	1789	250	-300	287	295
289	1	1789	1789	250	-350	287	295
290	1	1789	1789	250	-400	287	295
291	1	1789	1789	250	-450	287	295
292	1	1789	1789	250	-500	287	295
293	1	1790	1790	250	-100	287	295
294	1	1790	1790	250	-150	287	295
295	1	1790	1790	250	-200	287	295
296	1	1791	1791	250	-100	287	295
297	1	1791	1791	250	-150	287	295
298	1	1791	1791	250	-200	287	295
299	1	1791	1791	250	-250	287	295
300	1	1791	1791	250	-300	287	295
301	1	1791	1791	250	-350	287	295
302	1	1791	1791	250	-400	287	295
303	1	1792	1792	250	-100	287	295
304	1	1792	1792	250	-150	287	295
305	1	1792	1792	250	-200	287	295
306	1	1792	1792	250	-250	287	295
307	1	1792	1792	250	-300	287	295
308	1	1792	1792	250	-350	287	295
309	1	1792	1792	250	-400	287	295
310	1	1792	1792	250	-450	287	295
311	1	1792	1792	250	-500	287	295
312	1	1792	1792	250	-550	287	295
313	1	1792	1792	250	-600	287	295
314	1	1792	1792	250	-650	287	295
315	1	1793	1793	250	-100	287	295
316	1	1793	1793	250	-150	287	295
317	1	1793	1793	250	-200	287	295
318	1	1793	1793	250	-250	287	295
319	1	1793	1793	250	-300	287	295
320	1	1793	1793	250	-350	287	295
321	1	1793	1793	250	-400	287	295
322	1	1793	1793	250	-450	287	295
323	1	1793	1793	250	-500	287	295
324	1	1793	1793	250	-550	287	295
325	1	1793	1793	250	-600	287	295
326	1	1793	1793	250	-650	287	295
327	1	1793	1793	250	-700	287	295
328	1	1793	1793	250	-750	287	295
329	1	1793	1793	250	-800	287	295

